Source,State,StreamName,Latitude,Longitude,COMID,SampleDate,StreamLength_m,StreamWidth_m,NumPasses,pass1_YOY,pass2_YOY,pass3_YOY,pass1_Adult,pass2_Adult,pass3_Adult
Great Smoky Mountain Nat'l Park,North Carolina,Onion Bed Branch,35.6713605,-83.13917197,22151369,7/25/2017,104.05,3.175,3,20,6,0,22,6,2
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66990819,-83.09623358,22151373,7/24/2017,89.52,5.072,3,20,5,11,10,4,3
Great Smoky Mountain Nat'l Park,North Carolina,Conard Branch,35.6686978,-83.10435805,22151393,7/25/2017,107,2.479,3,0,0,0,6,1,1
Great Smoky Mountain Nat'l Park,North Carolina,Rough Fork,35.61990904,-83.11826139,22151487,7/24/2017,124,6.54,3,10,8,2,0,2,0
Great Smoky Mountain Nat'l Park,North Carolina,Woody Branch,35.67173342,-83.10524832,22151365,7/25/2017,103,2.825,3,19,6,5,7,2,0
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61347818,-83.64872025,22130871,8/2/2017,107.8,7.716,3,9,2,3,18,6,1
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61346888,-83.64982075,22130871,8/2/2017,103,6.563,3,3,2,0,19,2,4
Great Smoky Mountain Nat'l Park,North Carolina,Flat Creek,35.55470621,-83.17621074,19728460,8/14/2017,97.6,3.18,3,39,21,21,68,13,6
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55196644,-83.16713201,19728474,9/25/2017,106.65,4.72,3,37,18,5,43,16,6
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55883262,-83.16957462,19728474,8/28/2017,100.9,3.92,3,41,20,12,78,17,5
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55618685,-83.16862817,19728474,8/28/2017,99.5,3.38,3,33,7,7,58,17,6
Great Smoky Mountain Nat'l Park,North Carolina,Walkers Creek,35.5240388,-83.63244085,19734641,8/23/2017,106,5.755,3,12,10,5,10,0,1
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.53517854,-83.60254751,19734611,8/22/2017,88,5.891,3,19,6,1,24,7,2
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.54904318,-83.58185596,19734577,8/22/2017,109.4,4.08,3,54,7,3,64,10,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68666261,-83.50035185,22144520,5/25/2018,112,4.448,3,1,0,0,1,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Rock Creek,35.74575738,-83.21608489,22151939,6/4/2018,98.4,4.006,3,2,2,1,11,3,2
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.76207543,-83.20978535,22151135,6/6/2018,95.74,6.078,3,2,1,2,5,2,0
Great Smoky Mountain Nat'l Park,North Carolina,Kanati Fork,35.58696507,-83.36351478,19728390,6/8/2018,114,2.82,3,3,3,5,15,2,2
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.62651388,-83.47025219,22144242,6/11/2018,122.1,6.75,3,4,0,2,38,11,5
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.74664117,-83.19956146,22151943,6/5/2018,103.4,4.66,3,26,9,9,12,1,4
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.63332305,-83.46802411,22144242,6/12/2018,89,8.16,3,0,2,0,11,3,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67640414,-83.48832905,22144194,6/18/2018,103.71,5.827,3,35,17,3,24,5,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67182583,-83.4836748,22144194,6/18/2018,97.25,5.933,3,19,20,13,22,9,0
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.73793421,-83.27861497,22151927,6/14/2018,100,9.385,3,26,7,3,68,11,4
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.6808608,-83.49327704,22144194,6/13/2018,115.7,5.49,3,23,13,8,10,4,1
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68161122,-83.49332674,22144194,6/13/2018,100,4.86,3,17,6,5,5,3,1
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.75640965,-83.27766196,22151927,6/14/2018,100,8.34,3,28,13,8,5,1,0
Great Smoky Mountain Nat'l Park,North Carolina,Beech Flats Prong,35.59498899,-83.38796823,19728338,6/25/2018,110.7,7.17,3,19,4,0,31,5,0
Great Smoky Mountain Nat'l Park,North Carolina,Beech Flats Prong,35.60084153,-83.40776185,19728326,6/25/2018,100,3.22,3,6,6,2,23,6,2
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.65778142,-83.6212766,22130771,7/9/2018,98,3.27,3,6,1,0,4,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.6567371,-83.62291271,22130771,7/9/2018,101.7,3.32,3,9,0,3,2,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.76912962,-83.2699949,22151101,7/10/2018,103.4,6.868,3,5,0,1,0,2,0
Great Smoky Mountain Nat'l Park,Tennessee,Walker Camp Prong,35.6191174,-83.43249708,22144240,7/24/2018,97.9,7.35,3,1,0,0,13,1,1
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.58259191,-83.42462019,19728372,7/26/2018,98.9,4.02,3,12,5,4,26,14,1
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.59561068,-83.43356188,19728356,7/26/2018,104.7,3.066,3,22,4,3,31,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59568695,-83.76431932,19718539,7/31/2018,104.2,7.718,3,3,0,0,15,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Rough Fork,35.61990904,-83.11826139,22151487,8/13/2018,124,6.54,3,2,2,1,3,0,1
Great Smoky Mountain Nat'l Park,North Carolina,Pretty Hollow Creek,35.65694499,-83.13499388,22151425,8/14/2018,102.05,7.135,3,13,4,0,25,17,3
Great Smoky Mountain Nat'l Park,North Carolina,Onion Bed Branch,35.6713605,-83.13917197,22151369,8/14/2018,104.05,3.175,3,18,5,3,14,1,1
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66976912,-83.09307555,22151373,8/15/2018,106.1,4.375,3,0,0,0,1,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66991686,-83.09639091,22151373,8/15/2018,99.3,5.46,3,0,0,0,3,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.67031386,-83.10253634,22151371,8/15/2018,105.6,3.73,3,22,7,1,14,3,1
Great Smoky Mountain Nat'l Park,North Carolina,Aden Branch,35.59713539,-83.395494,19728328,8/30/2018,97.6,4.456,3,22,3,2,19,3,1
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55196644,-83.16713201,19728474,9/4/2018,106.65,4.72,3,17,13,4,45,11,1
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55618685,-83.16862817,19728474,9/5/2018,99.5,3.38,3,6,4,3,37,12,7
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55883262,-83.16957462,19728474,9/5/2018,100.9,3.92,3,13,5,11,52,16,9
Great Smoky Mountain Nat'l Park,North Carolina,Flat Creek,35.55470621,-83.17621074,19728460,9/4/2018,97.6,3.18,3,30,18,7,43,20,6
Great Smoky Mountain Nat'l Park,North Carolina,Walkers Creek,35.5240388,-83.63244085,19734641,9/10/2018,106,5.755,3,13,1,3,6,4,1
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.53517854,-83.60254751,19734611,9/11/2018,88,5.891,3,9,5,2,22,3,0
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.54904318,-83.58185596,19734577,9/12/2018,109.4,4.08,3,23,7,2,68,13,6
Great Smoky Mountain Nat'l Park,Tennessee,Goshen Prong,35.59855741,-83.56761891,22130915,9/21/2018,99.9,6.02,3,3,0,0,4,0,1
Great Smoky Mountain Nat'l Park,North Carolina,Aden Branch,35.59713539,-83.395494,19728328,6/13/2019,97.6,4.456,3,2,2,1,23,5,6
Great Smoky Mountain Nat'l Park,Tennessee,Rock Creek,35.74575738,-83.21608489,22151939,6/12/2019,98.4,4.006,3,3,2,1,10,0,1
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.73793421,-83.27861497,22151927,6/11/2019,100,9.385,3,23,4,2,21,6,2
Great Smoky Mountain Nat'l Park,North Carolina,Kanati Fork,35.58696507,-83.36351478,19728390,5/23/2019,114,2.82,3,0,4,1,14,5,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68666261,-83.50035185,22144520,5/29/2019,112,4.448,3,5,2,2,1,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68602786,-83.49948081,22144194,5/29/2019,108.1,5.14,3,7,2,1,0,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68161122,-83.49332674,22144194,5/30/2019,100,4.86,3,14,8,3,39,9,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.6808608,-83.49327704,22144194,5/30/2019,115.7,5.49,3,20,6,4,53,12,4
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67182583,-83.4836748,22144194,5/31/2019,97.25,5.933,3,47,9,5,78,19,3
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67640414,-83.48832905,22144194,6/3/2019,103.71,5.827,3,31,6,3,61,8,4
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.76207543,-83.20978535,22151135,6/4/2019,95.74,6.078,3,1,0,0,3,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.74664117,-83.19956146,22151943,6/4/2019,103.4,4.66,3,3,2,0,39,10,3
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.65778142,-83.6212766,22130771,6/5/2019,98,3.27,3,0,0,0,8,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.6567371,-83.62291271,22130771,6/5/2019,101.7,3.32,3,8,4,0,11,3,0
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.76912962,-83.2699949,22151101,6/10/2019,103.4,6.868,3,0,1,0,5,1,2
Great Smoky Mountain Nat'l Park,Tennessee,Rock Creek,35.75846322,-83.21227311,22151939,6/12/2019,88,3.8,3,3,0,0,5,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Walker Camp Prong,35.6191174,-83.43249708,22144240,6/19/2019,97.9,7.35,3,4,1,0,6,3,0
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61347818,-83.64872025,22130871,6/25/2019,107.8,7.716,3,6,4,2,4,2,0
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61361242,-83.64753058,22130871,6/25/2019,118.4,9.67,3,10,5,1,5,1,2
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.62651388,-83.47025219,22144242,6/24/2019,122.1,6.75,3,5,1,2,26,4,2
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.63332305,-83.46802411,22144242,6/24/2019,89,8.16,3,1,1,0,7,0,1
Great Smoky Mountain Nat'l Park,North Carolina,Beech Flats Prong,35.59498899,-83.38796823,19728338,6/27/2019,110.7,7.17,3,5,3,1,19,4,3
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59606067,-83.76420069,19718539,7/10/2019,104,4.65,3,0,0,0,8,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59517399,-83.76440342,19718539,7/10/2019,100,6.54,3,10,3,2,5,3,1
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59494454,-83.76343233,19718539,7/10/2019,100.6,5.12,3,3,1,1,4,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59473187,-83.76239011,19718539,7/10/2019,102.8,5.3,3,0,1,1,4,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Left Fork Anthony Creek,35.58761492,-83.7572014,19718551,7/9/2019,114,4.78,3,4,2,0,5,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59337764,-83.76103757,19718539,7/9/2019,111.95,5.77,3,0,0,0,7,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59408556,-83.76167682,19718539,7/9/2019,100,5.197,3,0,1,1,4,0,3
Great Smoky Mountain Nat'l Park,North Carolina,Indian Creek,35.48570756,-83.40880375,19729566,7/1/2019,103.4,4.67,3,2,1,0,0,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61454557,-83.6551333,22130871,6/26/2019,102.4,8.73,3,6,0,3,8,1,0
Great Smoky Mountain Nat'l Park,North Carolina,Beech Flats Prong,35.60084153,-83.40776185,19728326,6/27/2019,100,3.22,3,8,2,1,12,6,0
Great Smoky Mountain Nat'l Park,Tennessee,Goshen Prong,35.59855741,-83.56761891,22130915,7/3/2019,99.9,6.02,3,10,7,3,5,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.75640965,-83.27766196,22151927,7/8/2019,100,8.34,3,6,4,1,20,6,1
Great Smoky Mountain Nat'l Park,Tennessee,Goshen Prong,35.58853861,-83.55017299,22130927,7/2/2019,121.3,5.63,3,7,2,5,29,4,4
Great Smoky Mountain Nat'l Park,North Carolina,Rough Fork,35.61990904,-83.11826139,22151487,7/22/2019,124,6.54,3,8,3,0,3,5,0
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.59561068,-83.43356188,19728356,7/29/2019,104.7,3.066,3,21,5,1,22,9,1
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.58259191,-83.42462019,19728372,7/29/2019,98.9,4.02,3,14,3,4,13,6,2
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66991686,-83.09639091,22151373,8/5/2019,99.3,5.46,3,7,2,1,9,4,1
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66976912,-83.09307555,22151373,8/5/2019,106.1,4.375,3,11,3,0,8,1,2
Great Smoky Mountain Nat'l Park,North Carolina,Onion Bed Branch,35.6713605,-83.13917197,22151369,8/6/2019,104.05,3.175,3,7,5,1,16,5,2
Great Smoky Mountain Nat'l Park,North Carolina,Pretty Hollow Creek,35.65694499,-83.13499388,22151425,8/6/2019,102.05,7.135,3,29,5,2,14,4,2
Great Smoky Mountain Nat'l Park,North Carolina,Woody Branch,35.67204398,-83.10601557,22151365,8/5/2019,99.9,4.31,3,6,4,0,5,1,0
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.67031386,-83.10253634,22151371,8/5/2019,105.6,3.73,3,6,0,0,25,2,1
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55883262,-83.16957462,19728474,8/19/2019,100.9,3.92,3,44,16,11,41,4,2
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55618685,-83.16862817,19728474,8/19/2019,99.5,3.38,3,27,7,6,34,5,4
Great Smoky Mountain Nat'l Park,North Carolina,Flat Creek,35.55470621,-83.17621074,19728460,8/22/2019,97.6,3.18,3,6,3,0,24,6,9
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55196644,-83.16713201,19728474,8/22/2019,106.65,4.72,3,22,4,1,36,7,3
Great Smoky Mountain Nat'l Park,North Carolina,Walkers Creek,35.5240388,-83.63244085,19734641,9/9/2019,106,5.755,3,12,4,1,1,1,0
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.54904318,-83.58185596,19734577,9/10/2019,109.4,4.08,3,26,7,3,85,5,5
Great Smoky Mountain Nat'l Park,North Carolina,Hazel Creek,35.53517854,-83.60254751,19734611,9/10/2019,88,5.891,3,12,5,4,28,4,3
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.58917579,-83.7572442,19718853,7/9/2019,96,3.85,3,0,0,0,3,1,2
Great Smoky Mountain Nat'l Park,North Carolina,Aden Branch,35.59713539,-83.395494,19728328,6/9/2020,97.6,4.456,3,1,0,0,17,7,1
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68602786,-83.49948081,22144194,6/10/2020,108.1,5.14,3,0,0,0,1,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Kanati Fork,35.58696507,-83.36351478,19728390,6/9/2020,114,2.82,3,0,1,2,15,5,2
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68666261,-83.50035185,22144520,6/8/2020,112,4.448,3,1,0,0,3,1,2
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67182583,-83.4836748,22144194,6/12/2020,97.25,5.933,3,13,6,0,67,23,7
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.68161122,-83.49332674,22144194,6/11/2020,100,4.86,3,6,1,2,30,2,5
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.6808608,-83.49327704,22144194,6/11/2020,115.7,5.49,3,11,6,1,45,9,3
Great Smoky Mountain Nat'l Park,Tennessee,Rock Creek,35.74575738,-83.21608489,22151939,6/15/2020,98.4,4.006,3,1,0,0,8,2,0
Great Smoky Mountain Nat'l Park,Tennessee,Le Conte Creek,35.67640414,-83.48832905,22144194,6/12/2020,103.71,5.827,3,11,1,3,55,13,7
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.76912962,-83.2699949,22151101,6/16/2020,103.4,6.868,3,3,0,0,1,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Rock Creek,35.76036296,-83.21184361,22151939,6/16/2020,89.8,4.578,3,1,0,0,1,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Indian Camp Creek,35.73793421,-83.27861497,22151927,6/17/2020,100,9.385,3,29,5,2,35,5,4
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.76207543,-83.20978535,22151135,6/18/2020,95.74,6.078,3,3,0,0,1,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Cosby Creek,35.74664117,-83.19956146,22151943,6/18/2020,103.4,4.66,3,3,0,0,20,4,2
Great Smoky Mountain Nat'l Park,Tennessee,Walker Camp Prong,35.6191174,-83.43249708,22144240,6/22/2020,97.9,7.35,3,1,0,0,11,4,0
Great Smoky Mountain Nat'l Park,Tennessee,Walker Camp Prong,35.63434449,-83.46196384,22144238,6/23/2020,95.5,7.81,3,0,0,0,2,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.63332305,-83.46802411,22144242,6/24/2020,89,8.16,3,4,2,1,10,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Road Prong,35.62651388,-83.47025219,22144242,6/24/2020,122.1,6.75,3,8,5,2,35,11,6
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61361242,-83.64753058,22130871,6/25/2020,118.4,9.67,3,8,4,2,15,2,4
Great Smoky Mountain Nat'l Park,Tennessee,Lynn Camp Prong,35.61347818,-83.64872025,22130871,6/25/2020,107.8,7.716,3,3,0,0,7,3,2
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59606067,-83.76420069,19718539,7/6/2020,104,4.65,3,0,0,0,1,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.59408556,-83.76167682,19718539,7/6/2020,100,5.197,3,0,0,0,4,1,0
Great Smoky Mountain Nat'l Park,Tennessee,Left Fork Anthony Creek,35.58761492,-83.7572014,19718551,7/6/2020,114,4.78,3,0,0,0,4,2,0
Great Smoky Mountain Nat'l Park,Tennessee,Abrams Creek,35.58917579,-83.7572442,19718853,7/6/2020,96,3.85,3,1,0,0,4,1,0
Great Smoky Mountain Nat'l Park,North Carolina,Indian Creek,35.48570756,-83.40880375,19729566,7/8/2020,103.4,4.67,3,1,0,0,1,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.58259191,-83.42462019,19728372,7/9/2020,98.9,4.02,3,15,13,0,17,4,0
Great Smoky Mountain Nat'l Park,North Carolina,Deep Creek,35.59561068,-83.43356188,19728356,7/9/2020,104.7,3.066,3,17,0,0,21,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Rough Fork,35.61990904,-83.11826139,22151487,7/20/2020,124,6.54,3,2,1,0,4,1,1
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.66991686,-83.09639091,22151373,7/23/2020,99.3,5.46,3,12,3,1,10,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Little Cataloochee Creek,35.67031386,-83.10253634,22151371,7/23/2020,105.6,3.73,3,15,6,0,15,3,0
Great Smoky Mountain Nat'l Park,North Carolina,Pretty Hollow Creek,35.65694499,-83.13499388,22151425,7/21/2020,102.05,7.135,3,4,0,0,16,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Onion Bed Branch,35.6713605,-83.13917197,22151369,8/5/2020,104.05,3.175,3,2,1,0,16,6,3
Great Smoky Mountain Nat'l Park,Tennessee,Goshen Prong,35.58853861,-83.55017299,22130927,8/11/2020,121.3,5.63,3,3,1,2,13,6,6
Great Smoky Mountain Nat'l Park,Tennessee,Goshen Prong,35.59855741,-83.56761891,22130915,8/11/2020,99.9,6.02,3,1,0,0,1,1,1
Great Smoky Mountain Nat'l Park,North Carolina,Beech Flats Prong,35.60084153,-83.40776185,19728326,8/17/2020,100,3.22,3,10,3,0,22,1,1
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.6567371,-83.62291271,22130771,8/18/2020,101.7,3.32,3,5,0,0,8,0,0
Great Smoky Mountain Nat'l Park,Tennessee,Mannis Branch,35.65778142,-83.6212766,22130771,8/18/2020,98,3.27,3,1,0,1,4,0,0
Great Smoky Mountain Nat'l Park,North Carolina,Flat Creek,35.55470621,-83.17621074,19728460,8/20/2020,97.6,3.18,3,22,10,6,44,18,8
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55883262,-83.16957462,19728474,8/19/2020,100.9,3.92,3,16,5,3,50,14,7
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55618685,-83.16862817,19728474,8/19/2020,99.5,3.38,3,8,5,1,46,9,2
Great Smoky Mountain Nat'l Park,North Carolina,Bunches Creek,35.55196644,-83.16713201,19728474,8/20/2020,106.65,4.72,3,16,5,0,44,13,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.63933333,-76.44563333,4725899,8/29/2007,75,2.03,3,1,0,0,2,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.65171667,-76.50976667,4725867,8/28/2007,75,2.04,3,0,0,0,2,1,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.6439,-76.49625,4726297,8/13/2007,75,4.02,3,0,0,0,4,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.63891667,-76.4259,NA,8/9/2007,75,1.4,3,0,0,0,9,1,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.64511667,-76.48048333,4725901,8/6/2007,75,3.84,3,0,0,0,24,5,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.630757,-76.416893,4726303,7/17/2007,75,3.35,3,0,0,0,0,1,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.6387,-76.45613333,4725893,7/16/2007,75,2.08,3,1,0,0,10,7,1
MD Dept. Natural Resources,Maryland,Deer Creek,39.6515,-76.4384,4725869,7/16/2007,75,3.3,3,0,0,0,6,2,1
MD Dept. Natural Resources,Maryland,Deer Creek,39.61083333,-76.40048333,NA,8/22/2006,52,1.81,3,2,1,0,2,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.61033333,-76.4019,4725961,8/22/2006,148,4.52,3,2,1,0,4,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.6398,-76.40865,NA,9/26/2003,117.04,1.66,3,0,0,0,5,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.6398,-76.40865,NA,7/9/2013,117.04,1.66,3,1,1,0,20,4,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.60198333,-76.40453333,4725991,9/6/2001,99.06,2.47,3,5,2,0,1,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.62813333,-76.42875,4726303,8/26/1998,75,3.47,NA,26,8,0,14,3,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.62813333,-76.42875,4726303,9/24/2003,75,3.47,3,0,0,0,8,3,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.62813333,-76.42875,4726303,7/17/2007,75,3.47,3,2,1,1,7,1,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.62813333,-76.42875,4726303,7/30/2013,75,3.47,3,0,0,0,1,0,0
MD Dept. Natural Resources,Maryland,Deer Creek,39.64976667,-76.44371667,4725893,7/23/2004,182.88,NA,NA,2,0,0,9,4,0
MD Dept. Natural Resources,Maryland,Double Pipe Creek,39.65754,-76.92241,8447724,8/18/2017,75,2.325,3,0,0,0,3,1,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,11/1/1989,192,3.96,3,0,0,0,1,0,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,10/9/1990,192,3.96,3,1,0,0,2,1,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,10/23/1992,192,3.96,3,0,1,0,0,0,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,10/29/1993,192,3.96,3,0,0,0,2,1,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,10/14/1994,192,3.96,3,0,0,0,1,0,0
MD Dept. Natural Resources,Maryland,Jones Falls,39.43438333,-76.6926,11688734,11/19/1996,192,3.96,3,0,0,0,6,2,0
MD Dept. Natural Resources,Maryland,Liberty Reservoir,39.40048333,-76.91246667,11688822,8/2/1993,179.8,2.1,3,0,1,0,11,0,0
MD Dept. Natural Resources,Maryland,Liberty Reservoir,39.41826667,-76.9318,11688742,12/9/1991,132.6,1.9,3,5,1,0,4,1,0
MD Dept. Natural Resources,Maryland,Liberty Reservoir,39.43813333,-76.86808333,11688610,7/7/2003,75,2.8,3,0,0,0,2,1,0
MD Dept. Natural Resources,Maryland,Liberty Reservoir,39.517043,-76.897372,11687484,8/3/1993,230.7,3.1,3,1,0,0,3,0,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.65491667,-76.80821667,11687068,8/17/2000,152.4,3.42,3,1,0,0,2,2,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.68823333,-76.7763,11687020,7/10/2008,180,12.28,3,0,0,0,1,0,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.68823333,-76.7763,11687020,7/30/2015,180,12.28,3,0,0,0,1,0,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.67653333,-76.77083333,11687040,7/16/2008,75,2.74,3,6,3,0,9,2,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.67653333,-76.77083333,11687040,7/9/2009,75,2.74,3,41,21,0,14,4,0
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.67653333,-76.77083333,11687040,7/15/2010,75,2.74,3,16,5,3,25,7,1
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.67653333,-76.77083333,11687040,7/18/2012,75,2.74,3,21,10,2,32,12,3
MD Dept. Natural Resources,Maryland,Prettyboy Reservoir,39.67653333,-76.77083333,11687040,8/26/2013,75,2.74,3,3,2,0,27,7,0
